origen;destino;a_ofertados;v_ofertados;distancia;tiempo;carreteras;n_tramos;riesgo;velocidad_media
Galapagar;El Molar;3.0;1.0;57768.0;3874.0;M-608,M-607,M-104;3;no;53.68
Galapagar;Las Rozas de Madrid;2.94;1.24;67076.0;4340.0;M-510,M-501;2;no;55.64
Galapagar;Madrid;3.15;1.45;36234.0;2389.0;M-519,A-6;2;no;54.6
Galapagar;Majadahonda;3.25;1.25;18969.0;1472.0;M-505;1;no;46.39
Galapagar;Móstoles;3.25;1.0;36719.0;2118.0;M-505,M-50;2;si;62.41
Galapagar;Navalcarnero;2.0;1.0;39458.0;2768.0;M-510,M-600;2;no;51.32
Galapagar;Pinto;3.0;1.0;53771.0;2687.0;M-505,M-50;2;si;72.04
Galapagar;Robregordo;3.0;1.0;91374.0;5192.0;M-608,A-1;2;no;63.36
Galapagar;San Lorenzo de El Escorial;3.0;1.5;14018.0;1209.0;M-505,Avenida de los Reyes Católicos;2;no;41.74
Galapagar;San Sebastián de los Reyes;3.0;1.0;45528.0;3088.0;A-6,M-40;2;si;53.08
Galapagar;Torrelodones;1.67;1.0;8213.0;718.0;M-519,Avenida de Rosario Manzaneque,A-6;3;no;41.18
Galapagar;Tres Cantos;3.0;1.0;40637.0;3067.0;M-618,M-607;2;no;47.7
Galapagar;Valdemorillo;2.0;1.0;12354.0;1087.0;M-510;1;no;40.91
Galapagar;Valdemoro;2.0;1.0;59299.0;2857.0;M-505,M-50;2;si;74.72
Galapagar;Villanueva de la Cañada;2.0;1.0;19452.0;1511.0;M-510,M-600;2;no;46.34
Gargantilla del Lozoya y Pinilla de Buitrago;Arganda del Rey;3.0;1.0;102488.0;4425.0;A-1,M-50;2;si;83.38
Gargantilla del Lozoya y Pinilla de Buitrago;Buitrago del Lozoya;2.5;1.0;12520.0;926.0;M-635,M-634;2;no;48.67
Gargantilla del Lozoya y Pinilla de Buitrago;La Cabrera;3.0;1.0;21832.0;1293.0;M-604,A-1;2;no;60.79
Gargantilla del Lozoya y Pinilla de Buitrago;Lozoyuela-Navas-Sieteiglesias;3.0;1.0;13740.0;876.0;M-634,M-604;2;no;56.47
Gargantilla del Lozoya y Pinilla de Buitrago;Madrid;2.5;1.0;81500.0;3984.0;A-1;1;no;73.64
Gargantilla del Lozoya y Pinilla de Buitrago;San Sebastián de los Reyes;3.0;1.0;62280.0;2948.0;A-1;1;no;76.05
Getafe;Ajalvir;1.43;1.0;42912.0;1978.0;M-45,M-50;2;si;78.1
Getafe;Alcalá de Henares;3.53;1.51;46901.0;2488.0;M-45,M-50,A-2;3;si;67.86
Getafe;Alcobendas;2.88;1.12;34577.0;2072.0;A-42,M-30,A-1;3;si;60.08
Getafe;Alcorcón;3.07;1.34;16010.0;1039.0;A-42,M-45,M-40;3;si;55.47
Getafe;Algete;3.0;1.0;48810.0;2628.0;A-42,M-30,A-1;3;si;66.86
Getafe;Aranjuez;3.36;1.34;36986.0;2098.0;A-4,M-305;2;no;63.47
Getafe;Arganda del Rey;3.07;1.21;33869.0;1971.0;A-4,M-45,A-3;3;si;61.86
Getafe;Arroyomolinos;3.0;1.0;23310.0;1491.0;M-419,M-410,M-413;3;no;56.28
Getafe;Boadilla del Monte;2.33;1.0;22374.0;1335.0;A-42,M-45,M-40;3;si;60.33
Getafe;Brunete;3.0;1.0;33565.0;1720.0;M-50,M-506,M-501;3;si;70.25
Getafe;Buitrago del Lozoya;2.5;1.0;92482.0;4069.0;A-1;1;no;81.82
Getafe;Casarrubuelos;2.0;1.0;20029.0;1036.0;A-42;1;si;69.6
Getafe;Cenicientos;3.0;1.0;86720.0;4457.0;M-50,M-501,M-541;3;si;70.05
Getafe;Cercedilla;2.0;1.0;69293.0;3519.0;M-40,A-6,M-601;3;si;70.89
Getafe;Chapinería;1.0;1.0;52833.0;2423.0;M-50,M-501;2;si;78.5
Getafe;Ciempozuelos;4.5;1.5;23863.0;1620.0;A-4,M-404;2;no;53.03
Getafe;Cobeña;2.0;1.0;47470.0;2318.0;M-45,M-50,M-114;3;si;73.72
Getafe;Collado Villalba;2.16;1.05;54036.0;2583.0;M-40,M-50,A-6;3;si;75.31
Getafe;Colmenar Viejo;3.0;1.0;51135.0;2816.0;A-42,M-30,M-607;3;si;65.37
Getafe;Coslada;3.0;1.0;24889.0;1552.0;A-4,M-45;2;no;57.73
Getafe;El Boalo;3.0;1.0;65952.0;3733.0;M-40,M-50,A-6;3;si;63.6
Getafe;El Escorial;2.0;1.0;58565.0;3116.0;M-40,M-503,M-600;3;si;67.66
Getafe;El Álamo;2.0;1.0;36801.0;1776.0;M-50,R-5;2;si;74.6
Getafe;Fuenlabrada;3.11;1.17;10489.0;837.0;M-406,A-42,M-506;3;si;45.11
Getafe;Griñón;2.0;1.0;20694.0;1182.0;A-42,M-404;2;si;63.03
Getafe;Guadalix de la Sierra;1.0;1.0;75292.0;3534.0;M-30,A-1;2;no;76.7
Getafe;Guadarrama;3.0;1.0;61134.0;2945.0;M-40,M-50,A-6;3;si;74.73
Getafe;Humanes de Madrid;3.0;1.0;14069.0;1166.0;A-42,M-506,M-405;3;si;43.44
Getafe;Las Rozas de Madrid;2.42;1.11;88810.0;4309.0;M-50,M-501;2;si;74.2
Getafe;Leganés;2.88;1.42;4317.0;553.0;Paseo Felipe Calleja,M-406,Avenida del Museo;3;no;28.1
Getafe;Loeches;3.0;1.25;36620.0;1933.0;M-45,R-3,M-217;3;no;68.2
Getafe;Madrid;7.54;3.66;15470.0;1319.0;A-42,Paseo de Santa María de la Cabeza,Paseo del Prado;3;si;42.22
Getafe;Majadahonda;1.75;1.25;28962.0;1891.0;A-42,M-45,M-40;3;si;55.14
Getafe;Manzanares el Real;1.0;1.0;68339.0;3671.0;A-42,M-30,M-607;3;si;67.02
Getafe;Mejorada del Campo;3.0;1.0;27053.0;1631.0;A-4,M-45,M-203;3;no;59.71
Getafe;Móstoles;2.78;1.27;16835.0;1121.0;M-406,A-42,M-50;3;si;54.06
Getafe;Navalcarnero;2.67;1.0;33867.0;1586.0;M-50,A-5;2;si;76.87
Getafe;Navas del Rey;1.0;1.0;55902.0;2536.0;M-50,M-501;2;si;79.36
Getafe;Parla;3.23;1.43;9819.0;768.0;A-42,Calle Real;2;si;46.03
Getafe;Pinto;3.1;1.32;10515.0;809.0;M-406,A-4;2;no;46.79
Getafe;Pozuelo de Alarcón;3.0;1.0;25256.0;1506.0;A-42,M-45,M-40;3;si;60.37
Getafe;Rascafría;3.0;1.0;95667.0;5293.0;A-6,M-601,M-604;3;no;65.07
Getafe;Rivas-Vaciamadrid;2.52;1.12;25524.0;1479.0;A-4,M-45,A-3;3;si;62.13
Getafe;San Fernando de Henares;2.5;1.0;25251.0;1650.0;A-4,M-45;2;no;55.09
Getafe;San Lorenzo de El Escorial;3.0;1.0;60524.0;3442.0;M-40,M-503,M-600;3;si;63.3
Getafe;San Martín de Valdeiglesias;2.89;1.0;74324.0;3565.0;M-50,M-501;2;si;75.05
Getafe;San Sebastián de los Reyes;2.0;1.0;35226.0;2146.0;A-42,M-30,A-1;3;si;59.09
Getafe;Somosierra;3.0;1.0;109115.0;4607.0;A-1;1;no;85.26
Getafe;Soto del Real;3.0;1.0;62175.0;3296.0;A-42,M-30,M-607;3;si;67.91
Getafe;Torrejón de Ardoz;3.15;1.29;33213.0;1851.0;M-406,A-4,M-45;3;no;64.6
Getafe;Torrejón de Velasco;3.0;1.0;16380.0;883.0;A-42;1;si;66.78
Getafe;Torrejón de la Calzada;2.67;1.0;14563.0;830.0;A-42;1;si;63.16
Getafe;Torrelodones;1.5;1.0;42659.0;2096.0;M-45,M-40,M-50;3;si;73.27
Getafe;Tres Cantos;3.0;1.0;42553.0;2419.0;A-42,M-30,M-607;3;si;63.33
Getafe;Valdemoro;3.15;1.33;16039.0;1056.0;M-406,A-4;2;no;54.68
Getafe;Villanueva de la Cañada;2.2;1.0;38376.0;2176.0;M-50,M-506,M-501;3;si;63.49
Getafe;Villanueva del Pardillo;1.0;1.0;36350.0;1908.0;M-45,M-40,M-509;3;si;68.58
Getafe;Villarejo de Salvanés;3.0;1.0;56346.0;2626.0;M-45,A-3;2;si;77.25
Getafe;Villaviciosa de Odón;3.25;1.25;22249.0;1234.0;A-42,M-50;2;si;64.91
Getafe;Zarzalejo;3.0;1.0;60904.0;3407.0;M-40,M-503,M-600;3;si;64.35
Griñón;El Álamo;1.5;1.0;12931.0;893.0;M-404;1;no;52.13
Griñón;Fuenlabrada;3.19;1.22;10061.0;972.0;M-405;1;no;37.26
Griñón;Getafe;2.0;1.0;18463.0;1206.0;M-405,M-419,A-42;3;si;55.11
Griñón;Humanes de Madrid;3.28;1.24;5462.0;466.0;M-405;1;no;42.2
Griñón;Leganés;2.0;1.0;20076.0;1269.0;M-407;1;no;56.95
Griñón;Madrid;2.62;1.25;33352.0;1972.0;M-407,R-5,A-42;3;si;60.89
Griñón;Móstoles;3.0;1.5;17818.0;1117.0;M-407,M-506,Calle del Camino de Leganés;3;no;57.43
Griñón;Navalcarnero;2.0;1.0;19174.0;1241.0;M-404;1;no;55.62
Griñón;Parla;3.0;1.0;11607.0;857.0;M-404,Calle Real,A-42;3;si;48.76
Griñón;Serranillos del Valle;1.0;1.0;3008.0;354.0;Avenida de Navalcarnero,M-404,Calle Madrid;3;no;30.59
Griñón;Talamanca de Jarama;1.0;1.0;81953.0;4012.0;R-5,M-30,A-1;3;no;73.54
Griñón;Torrejón de la Calzada;3.0;1.0;5481.0;420.0;M-404;1;no;46.98
Griñón;Valdemoro;2.0;1.0;17771.0;1258.0;M-404;1;no;50.86
Guadalix de la Sierra;Alcobendas;2.67;1.0;43671.0;2067.0;A-1;1;no;76.06
Guadalix de la Sierra;Buitrago del Lozoya;2.75;1.0;31913.0;1481.0;A-1;1;no;77.57
Guadalix de la Sierra;Cercedilla;3.0;1.0;37767.0;2650.0;M-608,M-608,M-607;3;no;51.31
Guadalix de la Sierra;Collado Villalba;3.0;1.0;35654.0;2746.0;M-608,M-608;2;no;46.74
Guadalix de la Sierra;Colmenar Viejo;3.33;1.33;18123.0;1364.0;M-625;1;no;47.83
Guadalix de la Sierra;El Molar;3.0;1.0;15087.0;850.0;M-608,A-1;2;no;63.9
Guadalix de la Sierra;Getafe;1.0;1.0;65620.0;3898.0;M-625,M-607,M-30;3;no;60.6
Guadalix de la Sierra;Lozoyuela-Navas-Sieteiglesias;3.0;1.0;23761.0;1151.0;M-608,A-1;2;no;74.32
Guadalix de la Sierra;Madrid;2.22;1.11;58969.0;3046.0;A-1;1;no;69.69
Guadalix de la Sierra;Manzanares el Real;1.0;1.0;18149.0;1422.0;M-608,Carretera de Torrelaguna a El Escorial,M-608;3;no;45.95
Guadalix de la Sierra;Miraflores de la Sierra;2.0;1.0;9581.0;779.0;M-626;1;no;44.28
Guadalix de la Sierra;Moralzarzal;3.0;1.0;29636.0;2168.0;M-608,M-608;2;no;49.21
Guadalix de la Sierra;Pinto;1.0;1.0;78339.0;3812.0;A-1,A-4;2;no;73.98
Guadalix de la Sierra;Puebla de la Sierra;3.0;1.0;55050.0;3545.0;A-1,M-127,M-130;3;no;55.9
Guadalix de la Sierra;Rivas-Vaciamadrid;3.0;1.0;74846.0;3047.0;A-1,M-50;2;si;88.43
Guadalix de la Sierra;San Fernando de Henares;3.0;1.0;59319.0;2637.0;A-1,M-50;2;si;80.98
Guadalix de la Sierra;San Sebastián de los Reyes;2.5;1.0;39749.0;2010.0;M-608,A-1;2;no;71.19
Guadalix de la Sierra;Somosierra;1.5;1.0;48546.0;2019.0;A-1;1;no;86.56
Guadalix de la Sierra;Soto del Real;3.0;1.0;9318.0;681.0;Avenida Alejandro Rubio,M-608;2;no;49.26
Guadalix de la Sierra;Tres Cantos;4.0;1.5;27881.0;1775.0;M-625,M-607;2;no;56.55
Guadarrama;Alcalá de Henares;3.0;1.0;78940.0;4307.0;A-6,A-2;2;si;65.98
Guadarrama;Alcobendas;2.0;1.0;52934.0;3161.0;M-623,M-607;2;no;60.29
Guadarrama;Alcorcón;3.0;1.0;53072.0;2207.0;A-6,M-50;2;si;86.57
Guadarrama;Alpedrete;0.0;1.0;7055.0;651.0;N-VI,M-619,Avenida de los Canteros;3;no;39.01
Guadarrama;Cercedilla;2.5;1.0;9191.0;812.0;M-622;1;no;40.75
Guadarrama;Collado Villalba;3.32;1.24;9391.0;788.0;N-VI;1;no;42.9
Guadarrama;Colmenar Viejo;3.0;1.0;31763.0;2241.0;M-623,M-607;2;no;51.02
Guadarrama;El Boalo;5.5;1.5;17703.0;1489.0;M-623,Avenida Central;2;no;42.8
Guadarrama;El Escorial;3.33;1.0;11192.0;787.0;M-600;1;no;51.2
Guadarrama;El Molar;3.0;1.0;55215.0;3347.0;M-623,M-607,M-104;3;no;59.39
Guadarrama;Fuenlabrada;3.0;1.0;58776.0;2459.0;A-6,M-50;2;si;86.05
Guadarrama;Fuentidueña de Tajo;3.0;1.0;115551.0;4996.0;A-6,A-3;2;si;83.26
Guadarrama;Galapagar;0.0;1.0;14452.0;1124.0;N-VI,M-510;2;no;46.29
Guadarrama;Getafe;2.33;1.0;61913.0;2726.0;A-6,M-50,M-40;3;si;81.76
Guadarrama;Guadalix de la Sierra;3.0;1.0;43494.0;2929.0;M-623,M-608;2;no;53.46
Guadarrama;Hoyo de Manzanares;3.5;1.5;23045.0;1342.0;AP-6,A-6,Avenida de Asturias;3;no;61.82
Guadarrama;Las Rozas de Madrid;3.06;1.22;70703.0;4695.0;M-600,M-512,M-501;3;no;54.21
Guadarrama;Leganés;2.0;1.0;58343.0;2734.0;A-6,M-50,M-40;3;si;76.82
Guadarrama;Los Molinos;3.0;1.0;5194.0;384.0;M-622,Calle del Molino de la Cruz;2;no;48.69
Guadarrama;Madrid;3.54;1.46;49714.0;2525.0;A-6;1;no;70.88
Guadarrama;Majadahonda;2.8;1.0;35802.0;1687.0;AP-6,A-6;2;no;76.4
Guadarrama;Miraflores de la Sierra;3.0;1.0;44586.0;3037.0;M-623,M-608;2;no;52.85
Guadarrama;Moralzarzal;4.0;1.0;14932.0;1284.0;M-619,M-608;2;no;41.87
Guadarrama;Móstoles;1.43;1.0;53459.0;2286.0;A-6,M-50;2;si;84.19
Guadarrama;Navalcarnero;3.0;1.0;65776.0;2603.0;A-6,M-50,A-5;3;si;90.97
Guadarrama;Pinto;3.0;1.0;70515.0;2778.0;A-6,M-50;2;si;91.38
Guadarrama;Pozuelo de Alarcón;3.0;1.0;44199.0;1980.0;AP-6,A-6,M-50;3;si;80.36
Guadarrama;San Lorenzo de El Escorial;2.5;1.0;11531.0;889.0;M-600,Ruta Imperial;2;no;46.69
Guadarrama;San Sebastián de los Reyes;3.0;1.0;59357.0;3207.0;A-6,M-40;2;si;66.63
Guadarrama;Soto del Real;3.0;1.0;30370.0;2241.0;M-623,M-608;2;no;48.79
Guadarrama;Torrelodones;2.75;1.0;21163.0;938.0;AP-6,A-6;2;no;81.22
Guadarrama;Tres Cantos;3.0;1.0;42048.0;2599.0;M-623,M-607;2;no;58.24
Guadarrama;Valdemoro;2.0;1.0;76039.0;3025.0;A-6,M-50;2;si;90.49
Guadarrama;Villanueva de la Cañada;3.0;1.0;32834.0;2177.0;M-600;1;no;54.3
Hoyo de Manzanares;Alcalá de Henares;2.75;1.12;64994.0;3993.0;M-618,A-6,A-2;3;si;58.6
Hoyo de Manzanares;Boadilla del Monte;2.0;1.0;28882.0;1500.0;M-618,M-50;2;si;69.32
Hoyo de Manzanares;Collado Villalba;1.67;1.33;12940.0;1150.0;Avenida de La Berzosa,Avenida de Asturias,Carretera de la Coruña;3;no;40.51
Hoyo de Manzanares;Getafe;3.0;1.0;47967.0;2412.0;M-618,M-50,M-40;3;si;71.59
Hoyo de Manzanares;Guadarrama;1.5;1.5;21192.0;1498.0;A-6,N-VI;2;no;50.93
Hoyo de Manzanares;Las Rozas de Madrid;2.0;1.0;97903.0;4656.0;M-50,M-501;2;si;75.7
Hoyo de Manzanares;Madrid;2.33;1.24;35768.0;2211.0;M-618,A-6;2;no;58.24
Hoyo de Manzanares;Majadahonda;4.67;1.67;21856.0;1373.0;M-618,A-6,M-50;3;si;57.31
Hoyo de Manzanares;Móstoles;1.5;1.0;39513.0;1972.0;M-618,A-6,M-50;3;si;72.13
Hoyo de Manzanares;Torrelodones;3.22;1.33;7217.0;552.0;M-618;1;no;47.07
Humanes de Madrid;Arroyomolinos;3.0;1.0;9342.0;769.0;Camino de Moraleja de Enmedio,M-413;2;no;43.73
Humanes de Madrid;Boadilla del Monte;4.5;1.5;21647.0;1382.0;M-506,M-50;2;si;56.39
Humanes de Madrid;Collado Villalba;4.5;1.5;53586.0;2542.0;M-50,A-6;2;si;75.89
Humanes de Madrid;Fuenlabrada;3.15;1.18;5171.0;580.0;M-405,Calle de Luis Sauquillo;2;no;32.1
Humanes de Madrid;Getafe;2.5;1.0;12947.0;1085.0;M-405,M-506,A-42;3;si;42.96
Humanes de Madrid;Griñón;2.88;1.09;5425.0;493.0;M-405;1;no;39.61
Humanes de Madrid;Leganés;3.0;1.0;11069.0;1147.0;M-405,Calle de Luis Sauquillo,M-409;3;no;34.74
Humanes de Madrid;Madrid;1.91;1.09;28417.0;2000.0;M-405,R-5,A-42;3;si;51.15
Humanes de Madrid;Móstoles;3.5;1.33;12872.0;1063.0;M-405,M-506;2;no;43.59
Humanes de Madrid;Navalcarnero;2.0;1.0;19955.0;1214.0;M-413,R-5,M-404;3;no;59.17
Humanes de Madrid;Parla;3.0;1.0;11896.0;800.0;M-410,A-42;2;si;53.53
Humanes de Madrid;Pinto;2.5;1.0;16173.0;1298.0;M-405,M-506;2;no;44.86
Humanes de Madrid;San Sebastián de los Reyes;3.0;1.0;48173.0;2827.0;R-5,M-30,A-1;3;no;61.35
Humanes de Madrid;Serranillos del Valle;1.0;1.0;9715.0;667.0;M-405,M-407,M-404;3;no;52.43
Humanes de Madrid;Torrejón de Velasco;2.5;1.0;11935.0;860.0;M-410,M-419,M-404;3;no;49.96
Humanes de Madrid;Torrejón de la Calzada;3.0;1.0;9538.0;641.0;M-405,M-419,M-404;3;no;53.57
La Acebeda;Buitrago del Lozoya;2.5;1.0;12979.0;692.0;M-978,A-1;2;no;67.52
La Acebeda;El Molar;3.0;1.0;44732.0;1876.0;A-1;1;no;85.84
La Acebeda;La Cabrera;2.0;1.0;28946.0;1382.0;A-1;1;no;75.4
La Acebeda;Madrid;2.5;1.0;88614.0;4073.0;A-1;1;no;78.32
La Acebeda;Móstoles;2.0;1.0;110714.0;5022.0;A-1,M-30;2;no;79.36
La Acebeda;Venturada;3.0;1.0;37961.0;1589.0;A-1;1;no;86.0
La Cabrera;Alcobendas;3.0;1.0;45204.0;2093.0;A-1;1;no;77.75
La Cabrera;Alcorcón;2.6;1.0;77765.0;3696.0;A-1,M-30;2;no;75.75
La Cabrera;Buitrago del Lozoya;2.2;1.07;16861.0;890.0;A-1;1;no;68.2
La Cabrera;El Molar;3.0;1.0;16620.0;875.0;A-1;1;no;68.38
La Cabrera;El Álamo;3.0;1.0;102356.0;4618.0;A-1,R-5;2;no;79.79
La Cabrera;Garganta de los Montes;3.0;1.0;19914.0;1108.0;A-1,M-604;2;no;64.7
La Cabrera;Lozoyuela-Navas-Sieteiglesias;2.67;1.0;8709.0;560.0;Avenida de la Cabrera,A-1;2;no;55.99
La Cabrera;Madrid;1.93;1.07;60502.0;3072.0;A-1;1;no;70.9
La Cabrera;Móstoles;2.5;1.0;82602.0;4021.0;A-1,M-30;2;no;73.95
La Cabrera;Navalcarnero;3.0;1.0;96783.0;4359.0;A-1,A-5;2;si;79.93
La Cabrera;Perales de Tajuña;1.0;1.0;92189.0;3695.0;A-1,M-50,R-3;3;si;89.82
La Cabrera;San Sebastián de los Reyes;2.0;1.0;41282.0;2036.0;A-1;1;no;72.99
La Cabrera;Somosierra;1.93;1.0;33494.0;1428.0;A-1;1;no;84.44
La Cabrera;Soto del Real;2.0;1.0;25450.0;1466.0;A-1,M-608;2;no;62.5
La Hiruela;Madrid;1.0;1.0;97592.0;5433.0;M-135,A-1;2;no;64.67
Las Rozas de Madrid;Ajalvir;2.0;1.0;124017.0;5533.0;M-501,M-501,M-45;3;no;80.69
Las Rozas de Madrid;Alcalá de Henares;2.33;1.08;119308.0;6362.0;M-501,M-501,M-40;3;si;67.51
Las Rozas de Madrid;Alcobendas;2.53;1.07;101614.0;5426.0;M-501,M-501,M-40;3;si;67.42
Las Rozas de Madrid;Alcorcón;2.1;1.05;72686.0;3695.0;M-501,M-501,M-506;3;no;70.82
Las Rozas de Madrid;Algete;1.0;1.0;115847.0;5982.0;M-501,M-501,M-40;3;si;69.72
Las Rozas de Madrid;Alpedrete;3.0;1.33;78682.0;5204.0;M-501,M-510;2;no;54.43
Las Rozas de Madrid;Aranjuez;2.29;1.0;116608.0;5568.0;M-501,M-50,A-4;3;si;75.39
Las Rozas de Madrid;Arganda del Rey;3.0;1.0;115744.0;5382.0;M-501,M-501,M-50;3;si;77.42
Las Rozas de Madrid;Arroyomolinos;3.0;1.0;61693.0;3893.0;M-507;1;no;57.05
Las Rozas de Madrid;Becerril de la Sierra;3.0;1.0;79894.0;5676.0;M-501,M-512,M-512;3;no;50.67
Las Rozas de Madrid;Boadilla del Monte;3.29;1.47;69305.0;3520.0;M-501,M-501;2;no;70.88
Las Rozas de Madrid;Cercedilla;2.0;1.0;80695.0;5570.0;M-501,M-512,M-512;3;no;52.15
Las Rozas de Madrid;Cobeña;3.0;1.0;116028.0;5934.0;M-501,M-501,M-40;3;si;70.39
Las Rozas de Madrid;Collado Mediano;2.2;1.0;77384.0;5205.0;M-501,M-512,M-512;3;no;53.52
Las Rozas de Madrid;Collado Villalba;3.35;1.41;74118.0;4869.0;M-501,M-855,M-510;3;no;54.8
Las Rozas de Madrid;Colmenar de Oreja;6.0;2.0;134389.0;6390.0;M-501,M-50,A-4;3;si;75.71
Las Rozas de Madrid;Colmenarejo;8.0;2.0;64198.0;3943.0;M-501,M-510;2;no;58.61
Las Rozas de Madrid;Coslada;0.0;1.0;101027.0;5104.0;M-501,M-501,M-40;3;si;71.26
Las Rozas de Madrid;El Escorial;3.36;1.0;61190.0;3917.0;M-501,M-512,M-512;3;no;56.24
Las Rozas de Madrid;El Molar;3.0;1.0;126733.0;6188.0;M-501,M-40,A-1;3;si;73.73
Las Rozas de Madrid;Fuenlabrada;2.62;1.15;78195.0;3921.0;M-501,M-501,M-506;3;no;71.79
Las Rozas de Madrid;Fuentidueña de Tajo;3.0;1.0;150559.0;6472.0;M-501,M-50,A-3;3;si;83.75
Las Rozas de Madrid;Galapagar;2.57;1.29;64789.0;4299.0;M-501,M-510;2;no;54.25
Las Rozas de Madrid;Getafe;2.2;1.0;85326.0;4157.0;M-501,M-501,M-50;3;si;73.89
Las Rozas de Madrid;Guadarrama;2.76;1.1;71401.0;4749.0;M-501,M-512,M-512;3;no;54.13
Las Rozas de Madrid;Hoyo de Manzanares;4.0;1.5;81031.0;5341.0;M-501,M-510,M-618;3;no;54.62
Las Rozas de Madrid;Humanes de Madrid;0.0;1.0;70740.0;4396.0;M-507,R-5;2;no;57.93
Las Rozas de Madrid;Leganés;2.0;1.0;80689.0;4161.0;M-501,M-501,M-50;3;si;69.81
Las Rozas de Madrid;Loeches;0.0;1.0;117725.0;5488.0;M-501,M-501,M-45;3;no;77.22
Las Rozas de Madrid;Madrid;7.53;3.28;84746.0;4583.0;M-501,M-855,M-501;3;no;66.57
Las Rozas de Madrid;Majadahonda;3.2;1.4;76159.0;4074.0;M-501,M-501,M-513;3;no;67.3
Las Rozas de Madrid;Moralzarzal;2.5;1.0;83791.0;5738.0;M-501,M-855,M-510;3;no;52.57
Las Rozas de Madrid;Morata de Tajuña;3.0;1.0;114373.0;5648.0;M-501,M-501,M-506;3;no;72.9
Las Rozas de Madrid;Móstoles;2.97;1.32;69051.0;3559.0;M-501,M-855,M-501;3;no;69.85
Las Rozas de Madrid;Navacerrada;4.0;2.0;82892.0;5656.0;M-501,M-512,M-614;3;no;52.76
Las Rozas de Madrid;Navalcarnero;2.0;1.0;49220.0;3390.0;M-507;1;no;52.27
Las Rozas de Madrid;Paracuellos de Jarama;0.0;1.0;110814.0;5815.0;M-501,M-501,M-40;3;si;68.6
Las Rozas de Madrid;Parla;4.0;2.0;86626.0;4303.0;M-501,M-501,M-50;3;si;72.47
Las Rozas de Madrid;Pinto;1.8;1.0;90137.0;4279.0;M-501,M-501,M-50;3;si;75.83
Las Rozas de Madrid;Pozuelo de Alarcón;2.42;1.0;74412.0;4222.0;M-501,M-501,M-513;3;no;63.45
Las Rozas de Madrid;Rivas-Vaciamadrid;2.4;1.2;107399.0;4890.0;M-501,M-501,M-50;3;si;79.07
Las Rozas de Madrid;San Lorenzo de El Escorial;2.62;1.38;59496.0;3885.0;M-501,M-512,M-512;3;no;55.13
Las Rozas de Madrid;San Sebastián de los Reyes;2.38;1.19;102263.0;5500.0;M-501,M-501,M-40;3;si;66.94
Las Rozas de Madrid;Torrejón de Ardoz;3.0;1.0;114318.0;5406.0;M-501,M-501,M-45;3;no;76.13
Las Rozas de Madrid;Torrelodones;2.76;1.12;86572.0;4349.0;M-501,M-501,M-50;3;si;71.66
Las Rozas de Madrid;Tres Cantos;3.0;1.0;102750.0;5422.0;M-501,M-501,M-40;3;si;68.22
Las Rozas de Madrid;Valdemorillo;3.0;1.0;54245.0;3324.0;M-501,M-855,M-510;3;no;58.75
Las Rozas de Madrid;Valdemoro;2.18;1.0;95661.0;4526.0;M-501,M-501,M-50;3;si;76.09
Las Rozas de Madrid;Velilla de San Antonio;0.0;2.0;110568.0;5107.0;M-501,M-501,M-45;3;no;77.94
Las Rozas de Madrid;Villanueva de la Cañada;2.5;1.0;60795.0;3283.0;M-501,M-501,M-600;3;no;66.67
Las Rozas de Madrid;Villanueva del Pardillo;1.33;1.0;69024.0;3684.0;M-501,M-501,M-600;3;no;67.45
Las Rozas de Madrid;Villaviciosa de Odón;1.0;1.0;65299.0;3235.0;M-501,M-501;2;no;72.67
Leganés;Alcalá de Henares;2.41;1.19;47164.0;2522.0;M-45,M-50,A-2;3;si;67.32
Leganés;Alcobendas;2.33;1.0;33729.0;2226.0;A-42,M-30,A-1;3;si;54.55
Leganés;Alcorcón;3.38;1.44;11518.0;970.0;M-425,M-45,M-40;3;si;42.75
Leganés;Aranjuez;2.57;1.07;40590.0;2399.0;M-506,A-4,M-305;3;no;60.91
Leganés;Arganda del Rey;2.58;1.25;34132.0;2005.0;M-45,A-3;2;si;61.28
Leganés;Boadilla del Monte;2.0;1.0;17882.0;1265.0;M-45,M-40,M-501;3;si;50.89
Leganés;Brea de Tajo;3.0;1.0;71192.0;3655.0;M-45,A-3,M-221;3;si;70.12
Leganés;Brunete;3.0;1.0;28592.0;1727.0;M-50,M-506,M-501;3;si;59.6
Leganés;Buitrago del Lozoya;2.0;1.0;91634.0;4222.0;A-1;1;no;78.13
Leganés;Chapinería;2.5;1.0;47860.0;2430.0;M-506,M-501;2;no;70.9
Leganés;Collado Mediano;3.0;1.0;55388.0;2856.0;M-40,M-50,A-6;3;si;69.82
Leganés;Collado Villalba;2.4;1.0;49544.0;2513.0;M-40,M-50,A-6;3;si;70.97
Leganés;Coslada;1.0;1.0;25152.0;1586.0;M-45;1;no;57.09
Leganés;El Álamo;2.0;1.0;31822.0;1771.0;M-409,R-5;2;no;64.69
Leganés;Fuenlabrada;3.48;1.38;7018.0;770.0;Avenida de Fuenlabrada,M-409,Calle de Leganés;3;no;32.81
Leganés;Fuentidueña de Tajo;3.0;1.0;68947.0;3095.0;M-45,A-3;2;si;80.2
Leganés;Getafe;2.78;1.24;4165.0;531.0;Avenida del Museo,M-406,Calle de Leganés;3;no;28.24
